/home/nadav7679/projects/firedrake/firedrake/bin/python /home/nadav7679/projects/maths_machine_learning_2024/cw2/diffusion/main.py
Number of parameters: 858541
Epoch: 001 | Loss: 0.06313085556030273 | lr: 0.01
Epoch: 002 | Loss: 0.071539968252182 | lr: 0.01
Epoch: 003 | Loss: 0.04399101063609123 | lr: 0.01
Epoch: 004 | Loss: 0.06054898723959923 | lr: 0.01
Epoch: 005 | Loss: 0.05398019403219223 | lr: 0.01
Epoch: 006 | Loss: 0.04363540560007095 | lr: 0.01
Epoch: 007 | Loss: 0.0520806647837162 | lr: 0.01
Epoch: 008 | Loss: 0.038116008043289185 | lr: 0.01
Epoch: 009 | Loss: 0.04029187187552452 | lr: 0.01
Epoch: 010 | Loss: 0.05196503549814224 | lr: 0.01
Epoch: 011 | Loss: 0.049275610595941544 | lr: 0.001
Epoch: 012 | Loss: 0.0599779337644577 | lr: 0.001
Epoch: 013 | Loss: 0.06049353629350662 | lr: 0.001
Epoch: 014 | Loss: 0.03951594606041908 | lr: 0.001
Epoch: 015 | Loss: 0.03327951952815056 | lr: 0.001
Epoch: 016 | Loss: 0.033408887684345245 | lr: 0.001
Epoch: 017 | Loss: 0.05228179693222046 | lr: 0.001
Epoch: 018 | Loss: 0.06546754390001297 | lr: 0.001
Epoch: 019 | Loss: 0.02832220494747162 | lr: 0.001
Epoch: 020 | Loss: 0.04017048701643944 | lr: 0.001
Epoch: 021 | Loss: 0.030758986249566078 | lr: 0.0001
Epoch: 022 | Loss: 0.05109957978129387 | lr: 0.0001
Epoch: 023 | Loss: 0.04282066598534584 | lr: 0.0001
Epoch: 024 | Loss: 0.05073816701769829 | lr: 0.0001
Epoch: 025 | Loss: 0.0483119860291481 | lr: 0.0001
Epoch: 026 | Loss: 0.06823104619979858 | lr: 0.0001
Epoch: 027 | Loss: 0.06389731913805008 | lr: 0.0001
Epoch: 028 | Loss: 0.050582535564899445 | lr: 0.0001
Epoch: 029 | Loss: 0.036030933260917664 | lr: 0.0001
Epoch: 030 | Loss: 0.052643053233623505 | lr: 0.0001
Epoch: 031 | Loss: 0.037825241684913635 | lr: 1e-05
Epoch: 032 | Loss: 0.03530270978808403 | lr: 1e-05
Epoch: 033 | Loss: 0.04660259932279587 | lr: 1e-05
Epoch: 034 | Loss: 0.05350632593035698 | lr: 1e-05
Epoch: 035 | Loss: 0.031137272715568542 | lr: 1e-05
Finished Training

